doc_id,title,subtitle,source_url
235549,5ㆍ18민주화운동 등에 관한 특별법( 약칭: 5ㆍ18민주화운동법 ),"[시행 2022. 7. 1.] [법률 제18465호, 2021. 9. 24., 타법개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=235549&efYd=20220701
188538,가등기담보 등에 관한 법률( 약칭: 가등기담보법 ),"[시행 2017. 3. 28.] [법률 제14474호, 2016. 12. 27., 타법개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=188538&efYd=20170328
249997,가사소송법,"[시행 2023. 10. 19.] [법률 제19354호, 2023. 4. 18., 타법개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=249997&efYd=20231019
243607,가석방자관리규정,"[시행 2022. 7. 1.] [대통령령 제32737호, 2022. 6. 30., 타법개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=243607&efYd=20220701
172201,가정폭력범죄의 처벌 등에 관한 특례법 시행령( 약칭: 가정폭력처벌법 시행령 ),"[시행 2016. 1. 1.] [대통령령 제26325호, 2015. 6. 22., 제정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=172201&efYd=20160101
245971,가정폭력범죄의 처벌 등에 관한 특례법( 약칭: 가정폭력처벌법 ),"[시행 2023. 6. 14.] [법률 제19068호, 2022. 12. 13., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=245971&efYd=20230614
257203,가족관계의 등록 등에 관한 법률( 약칭: 가족관계등록법 ),"[시행 2024. 12. 27.] [법률 제19841호, 2023. 12. 26., 타법개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=257203&efYd=20241227
116110,거절증서령,"[시행 2011. 8. 19.] [대통령령 제23077호, 2011. 8. 19., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=116110&efYd=20110819
91924,검사 선서에 관한 규정,"[시행 2009. 3. 12.] [대통령령 제21344호, 2009. 3. 12., 타법개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=91924&efYd=20090312
214711,검사복무평정규칙,"[시행 2020. 2. 20.] [법무부령 제967호, 2020. 2. 20., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=214711&efYd=20200220
255305,검사와 사법경찰관의 상호협력과 일반적 수사준칙에 관한 규정,"[시행 2023. 11. 1.] [대통령령 제33808호, 2023. 10. 17., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=255305&efYd=20231101
270213,검사의 국선변호사 선정 등에 관한 규칙,"[시행 2025. 3. 21.] [법무부령 제1092호, 2025. 3. 21., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=270213&efYd=20250321
240197,검사의 법복에 관한 규칙,"[시행 2022. 2. 7.] [법무부령 제1022호, 2022. 2. 7., 타법개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=240197&efYd=20220207
271317,검사의 보수에 관한 법률 시행령( 약칭: 검사보수법 시행령 ),"[시행 2025. 5. 27.] [대통령령 제35537호, 2025. 5. 27., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=271317&efYd=20250527
121947,검사의 보수에 관한 법률( 약칭: 검사보수법 ),"[시행 2012. 1. 17.] [법률 제11152호, 2012. 1. 17., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=121947&efYd=20120117
263971,검사의 수사개시 범죄 범위에 관한 규정,"[시행 2024. 10. 19.] [대통령령 제34704호, 2024. 7. 16., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=263971&efYd=20241019
125247,검사의 직무를 대리하는 사법연수생에 대한 실비 지급 규정,"[시행 2012. 5. 7.] [대통령령 제23771호, 2012. 5. 7., 전부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=125247&efYd=20120507
227147,검사인사규정,"[시행 2021. 1. 5.] [대통령령 제31380호, 2021. 1. 5., 타법개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=227147&efYd=20210105
125246,검사적격심사위원회 규정,"[시행 2012. 5. 7.] [대통령령 제23770호, 2012. 5. 7., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=125246&efYd=20120507
269201,검사정원법 시행령,"[시행 2025. 2. 25.] [대통령령 제35285호, 2025. 2. 25., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=269201&efYd=20250225
166367,검사정원법,"[시행 2014. 12. 31.] [법률 제12952호, 2014. 12. 31., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=166367&efYd=20141231
236767,검사직무대리 운영규정,"[시행 2021. 11. 16.] [대통령령 제32121호, 2021. 11. 16., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=236767&efYd=20211116
271559,검사징계법,"[시행 2025. 6. 10.] [법률 제20987호, 2025. 6. 10., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=271559&efYd=20250610
243695,검찰 및 특별사법경찰관리 등의 개인정보 처리에 관한 규정,"[시행 2022. 7. 5.] [대통령령 제32770호, 2022. 7. 5., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=243695&efYd=20220705
240199,검찰근무 규칙,"[시행 2022. 2. 7.] [법무부령 제1022호, 2022. 2. 7., 타법개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=240199&efYd=20220207
240201,검찰보고사무규칙,"[시행 2022. 2. 7.] [법무부령 제1022호, 2022. 2. 7., 타법개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=240201&efYd=20220207
265295,검찰보존사무규칙,"[시행 2024. 9. 11.] [법무부령 제1081호, 2024. 9. 11., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=265295&efYd=20240911
